Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,25.65250015258789,26.342500686645508,25.5,26.337499618530273,23.776182174682617,270597600,0.0,0.0
2016-01-05 00:00:00-05:00,26.4375,26.462499618530273,25.602500915527344,25.677499771118164,23.18036460876465,223164000,0.0,0.0
2016-01-06 00:00:00-05:00,25.139999389648438,25.592500686645508,24.967500686645508,25.174999237060547,22.726726531982422,273829600,0.0,0.0
2016-01-07 00:00:00-05:00,24.670000076293945,25.032499313354492,24.107500076293945,24.112499237060547,21.767555236816406,324377600,0.0,0.0
2016-01-08 00:00:00-05:00,24.637500762939453,24.77750015258789,24.190000534057617,24.239999771118164,21.882661819458008,283192000,0.0,0.0
2016-01-11 00:00:00-05:00,24.74250030517578,24.764999389648438,24.334999084472656,24.63249969482422,22.236988067626953,198957600,0.0,0.0
2016-01-12 00:00:00-05:00,25.137500762939453,25.172500610351562,24.709999084472656,24.989999771118164,22.55972671508789,196616800,0.0,0.0
2016-01-13 00:00:00-05:00,25.079999923706055,25.297500610351562,24.325000762939453,24.34749984741211,21.97970962524414,249758400,0.0,0.0
2016-01-14 00:00:00-05:00,24.489999771118164,25.1200008392334,23.934999465942383,24.8799991607666,22.46042251586914,252680400,0.0,0.0
2016-01-15 00:00:00-05:00,24.049999237060547,24.427499771118164,23.84000015258789,24.282499313354492,21.92102813720703,319335600,0.0,0.0
2016-01-19 00:00:00-05:00,24.602500915527344,24.662500381469727,23.875,24.165000915527344,21.814952850341797,212350800,0.0,0.0
2016-01-20 00:00:00-05:00,23.774999618530273,24.547500610351562,23.354999542236328,24.197500228881836,21.84429359436035,289337600,0.0,0.0
2016-01-21 00:00:00-05:00,24.264999389648438,24.469999313354492,23.735000610351562,24.075000762939453,21.733705520629883,208646000,0.0,0.0
2016-01-22 00:00:00-05:00,24.657499313354492,25.364999771118164,24.592500686645508,25.354999542236328,22.889219284057617,263202000,0.0,0.0
2016-01-25 00:00:00-05:00,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.442367553710938,207178000,0.0,0.0
2016-01-26 00:00:00-05:00,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.566495895385742,300308000,0.0,0.0
2016-01-27 00:00:00-05:00,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.083724975585938,533478800,0.0,0.0
